case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-27472;2024-04-11;2024-04-07;2024-04-01;Phone support was regular, solved my problem.;neutral;3;phone;39;4;PROMOTER;0;1;Grupo C,Grupo C,Grupo B;2;3;Grupo B;Account Setup
CASE-26916;2022-06-18;2022-06-12;2022-06-01;The chatbot was quick to assist with my transfer request.;positive;5;email;291;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Transaction Error
CASE-29814;2023-04-26;2023-04-23;2023-04-01;Email support was reliable and resolved my concern.;positive;4;phone;17;5;PROMOTER;1;0;Grupo E;1;1;Grupo E;Payment Issues
CASE-20170;2022-12-27;2022-12-25;2022-12-01;The chatbot couldn’t reset my PIN properly.;negative;2;chatbot;24;1;DETRACTOR;0;0;Grupo G,Grupo E,Grupo J;3;3;Grupo J;Login Problems
CASE-19569;2024-08-01;2024-07-28;2024-08-01;The email response was generic and useless.;negative;1;phone;41;1;DETRACTOR;0;0;Grupo A,Grupo E,Grupo A;2;3;Grupo A;Fees Inquiry
CASE-21949;2024-10-04;2024-09-29;2024-10-01;The email team didn’t care about my problem.;negative;2;email;6810;2;DETRACTOR;0;0;Grupo I,Grupo D,Grupo E,Grupo C;4;4;Grupo C;Payment Issues
CASE-16511;2022-05-28;2022-05-22;2022-05-01;The chatbot gave me wrong payment instructions.;negative;1;phone;57;1;DETRACTOR;0;1;Grupo B,Grupo J,Grupo B,Grupo A;3;4;Grupo A;Payment Issues
CASE-18718;2024-01-08;2024-01-07;2024-01-01;The chatbot helped me check my balance instantly, love it!;positive;5;chatbot;4;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Fees Inquiry
CASE-29262;2023-09-25;2023-09-24;2023-09-01;Email support was amazing, they responded right away.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo A,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-26814;2022-04-19;2022-04-17;2022-04-01;The phone team made my experience so pleasant today.;positive;4;email;263;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-20253;2023-10-13;2023-10-08;2023-10-01;The chatbot gave me irrelevant answers every time.;negative;2;email;2631;2;DETRACTOR;0;0;Grupo E,Grupo H,Grupo H;2;3;Grupo H;Card Issues
CASE-28943;2022-05-17;2022-05-15;2022-05-01;The email team provided excellent service, I’m happy!;positive;5;phone;5;5;PROMOTER;1;1;Grupo B,Grupo I,Grupo F;3;3;Grupo F;Payment Issues
CASE-20741;2024-02-23;2024-02-18;2024-02-01;Phone support was amazing, they handled my complaint well.;positive;4;chatbot;4;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-18248;2023-08-05;2023-07-30;2023-08-01;Phone support was awful, they ignored my problem.;negative;1;email;3544;1;DETRACTOR;0;0;Grupo J,Grupo B;2;2;Grupo B;Card Issues
CASE-16314;2024-05-05;2024-05-05;2024-05-01;Email support was polite and answered all my questions.;positive;4;phone;15;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Login Problems
CASE-26220;2023-05-05;2023-04-30;2023-05-01;The phone agent was patient and solved my problem.;positive;5;chatbot;3;4;PROMOTER;1;0;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-29317;2024-01-23;2024-01-21;2024-01-01;The email response was prompt and very clear.;positive;4;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;General Inquiry
CASE-24861;2022-04-20;2022-04-17;2022-04-01;The email team took too long to fix my login issue.;negative;2;phone;50;1;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Fraud Report
CASE-26997;2024-11-26;2024-11-24;2024-11-01;The service was top-notch, I’m so happy with this bank!;positive;5;phone;12;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-27726;2023-06-08;2023-06-04;2023-06-01;The email support team was professional and courteous.;positive;5;email;94;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-19130;2024-07-10;2024-07-07;2024-07-01;The phone agent didn’t understand my issue.;negative;1;chatbot;34;2;DETRACTOR;0;0;Grupo E,Grupo I;2;2;Grupo I;Transaction Error
CASE-20898;2024-03-04;2024-03-03;2024-03-01;The chatbot made banking so convenient, I love it!;positive;5;phone;23;5;PROMOTER;1;1;Grupo D,Grupo H,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-17745;2022-06-28;2022-06-26;2022-06-01;The email support team was professional and courteous.;positive;5;email;225;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-22620;2024-10-25;2024-10-20;2024-10-01;Email support was slow and didn’t solve anything.;negative;1;email;1935;1;DETRACTOR;0;0;Grupo A,Grupo J,Grupo J,Grupo E;3;4;Grupo E;Card Issues
CASE-15143;2024-12-15;2024-12-15;2024-12-01;The phone team was unprofessional and unhelpful.;negative;1;chatbot;18;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Card Issues
CASE-23567;2022-01-12;2022-01-09;2022-01-01;The chatbot failed to assist with my rewards query.;negative;2;chatbot;25;1;DETRACTOR;0;0;Grupo H,Grupo I,Grupo A,Grupo C,Grupo A;4;5;Grupo A;Balance Inquiry
CASE-16761;2023-11-04;2023-10-29;2023-11-01;The phone team was professional and handled my request well.;positive;5;email;73;4;PROMOTER;1;1;Grupo C,Grupo B,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-28333;2024-06-30;2024-06-30;2024-06-01;The service was slow, and my issue is still unresolved.;negative;1;chatbot;22;1;DETRACTOR;0;0;Grupo G,Grupo H;2;2;Grupo H;Card Issues
CASE-17909;2024-03-04;2024-03-03;2024-03-01;Phone support was outstanding and very helpful.;positive;5;chatbot;6;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-24520;2023-08-25;2023-08-20;2023-08-01;The email response was decent, not great.;neutral;3;phone;15;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-15786;2022-06-08;2022-06-05;2022-06-01;The agent was knowledgeable and made me feel valued.;positive;4;phone;14;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-24164;2022-06-16;2022-06-12;2022-06-01;The phone agent was so patient with my account setup.;positive;4;chatbot;5;4;PROMOTER;1;0;Grupo E,Grupo D,Grupo D;2;3;Grupo D;Balance Inquiry
CASE-16834;2022-05-26;2022-05-22;2022-05-01;Email support was a complete letdown.;negative;2;chatbot;23;2;DETRACTOR;0;0;Grupo F,Grupo J,Grupo B,Grupo I;4;4;Grupo I;Login Problems
CASE-26052;2025-02-22;2025-02-16;2025-02-01;The email response was delayed and unhelpful.;negative;2;chatbot;12;2;DETRACTOR;0;1;Grupo B;1;1;Grupo B;Card Issues
CASE-26314;2023-04-29;2023-04-23;2023-04-01;The chatbot failed to reset my password correctly.;negative;1;email;4364;2;DETRACTOR;0;0;Grupo E,Grupo C,Grupo I;3;3;Grupo I;Transaction Error
CASE-18528;2023-09-24;2023-09-24;2023-09-01;Phone support was average, got my issue fixed.;neutral;3;phone;48;4;PROMOTER;0;1;Grupo D,Grupo D,Grupo J;2;3;Grupo J;Card Issues
CASE-27193;2024-07-20;2024-07-14;2024-07-01;Phone support was slow and didn’t fix my card issue.;negative;1;chatbot;29;2;DETRACTOR;0;0;Grupo E,Grupo E,Grupo F,Grupo I;3;4;Grupo I;Account Setup
CASE-27738;2023-08-29;2023-08-27;2023-08-01;The phone team was professional and handled my request well.;positive;4;phone;10;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-24473;2022-03-08;2022-03-06;2022-03-01;Phone support was friendly and resolved my concern.;positive;5;email;186;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-16122;2024-04-07;2024-04-07;2024-04-01;The email response was vague and frustrating.;negative;2;chatbot;26;1;DETRACTOR;0;0;Grupo B,Grupo J,Grupo E;3;3;Grupo E;Login Problems
CASE-29277;2025-02-28;2025-02-23;2025-02-01;Email support didn’t even read my message properly.;negative;2;chatbot;21;2;DETRACTOR;0;0;Grupo A,Grupo A,Grupo C,Grupo C;2;4;Grupo C;Login Problems
CASE-29820;2022-11-26;2022-11-20;2022-11-01;The email response was vague and unhelpful.;negative;1;email;1637;1;DETRACTOR;0;0;Grupo D,Grupo H,Grupo J;3;3;Grupo J;Payment Issues
CASE-19561;2024-07-16;2024-07-14;2024-07-01;The phone team was incompetent and slow.;negative;1;phone;58;1;DETRACTOR;0;0;Grupo F,Grupo G,Grupo A;3;3;Grupo A;General Inquiry
CASE-24654;2023-09-21;2023-09-17;2023-09-01;Phone support was excellent, they helped me with my statement.;positive;5;phone;12;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-22451;2023-08-16;2023-08-13;2023-08-01;Email support was okay, not very thorough.;neutral;3;phone;26;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-20889;2024-05-16;2024-05-12;2024-05-01;Email support was average, nothing special.;neutral;3;email;1202;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-23076;2023-04-13;2023-04-09;2023-04-01;The chatbot explained my fees so clearly, I’m impressed!;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo F,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-19920;2023-08-21;2023-08-20;2023-08-01;Email support was fine, met my expectations.;neutral;3;chatbot;12;3;DETRACTOR;0;1;Grupo I;1;1;Grupo I;Account Setup
CASE-17094;2023-12-11;2023-12-10;2023-12-01;The chatbot failed to help with my account setup.;negative;1;email;2717;2;DETRACTOR;0;1;Grupo D,Grupo C;2;2;Grupo C;Payment Issues
CASE-22338;2024-01-13;2024-01-07;2024-01-01;Email support exceeded my expectations with their quick reply.;positive;5;email;264;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-18270;2024-06-16;2024-06-16;2024-06-01;The chatbot couldn’t handle my simple transfer request.;negative;2;phone;38;1;DETRACTOR;0;0;Grupo D,Grupo J,Grupo H,Grupo G;4;4;Grupo G;General Inquiry
CASE-20415;2022-11-02;2022-10-30;2022-11-01;The chatbot explained my fees so clearly, I’m impressed!;positive;4;email;130;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Login Problems
CASE-16546;2023-02-26;2023-02-26;2023-02-01;The phone agent helped me set up alerts with ease.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-23343;2023-12-16;2023-12-10;2023-12-01;The chatbot gave me wrong payment instructions.;negative;1;chatbot;11;2;DETRACTOR;0;0;Grupo J,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-17313;2023-01-23;2023-01-22;2023-01-01;The chatbot gave me nonsense answers all the time.;negative;2;chatbot;23;1;DETRACTOR;0;0;Grupo J,Grupo F,Grupo G,Grupo G;3;4;Grupo G;Card Issues
CASE-15288;2023-10-23;2023-10-22;2023-10-01;The service was top-notch, I’m so happy with this bank!;positive;4;email;263;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-21786;2023-11-07;2023-11-05;2023-11-01;The email team was fast and solved my problem.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-26404;2023-08-19;2023-08-13;2023-08-01;The chatbot handled my balance inquiry like a pro.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Login Problems
CASE-24802;2023-12-25;2023-12-24;2023-12-01;The chatbot failed to help with my balance inquiry.;negative;2;chatbot;18;2;DETRACTOR;0;0;Grupo F,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-29731;2022-04-17;2022-04-17;2022-04-01;The email team was courteous and efficient.;positive;4;email;203;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-28578;2022-03-31;2022-03-27;2022-03-01;I love how efficient the phone support was today!;positive;5;email;222;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-25843;2024-11-07;2024-11-03;2024-11-01;The chatbot was a lifesaver when I needed to block my card.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-29163;2024-10-01;2024-09-29;2024-10-01;The service was top-notch, I’m so happy with this bank!;positive;4;chatbot;3;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-24166;2024-01-29;2024-01-28;2024-01-01;The phone team was okay, nothing standout.;neutral;3;email;535;4;PROMOTER;1;1;Grupo E,Grupo G,Grupo D;3;3;Grupo D;Account Setup
CASE-22980;2025-01-27;2025-01-26;2025-01-01;The chatbot gave me accurate info about my account in seconds.;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-27245;2022-10-20;2022-10-16;2022-10-01;The chatbot assisted with my bill payment perfectly.;positive;5;email;170;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-16468;2022-03-07;2022-03-06;2022-03-01;The chatbot made checking my rewards so simple.;positive;5;phone;5;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-20627;2022-07-23;2022-07-17;2022-07-01;Email support was polite and answered all my questions.;positive;4;email;195;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-19067;2023-09-09;2023-09-03;2023-09-01;Phone support was average, got my issue fixed.;neutral;3;email;1826;3;DETRACTOR;0;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-23483;2023-11-05;2023-11-05;2023-11-01;The chatbot crashed during my transaction query.;negative;2;chatbot;24;2;DETRACTOR;0;0;Grupo C,Grupo B;2;2;Grupo B;Payment Issues
CASE-16355;2023-06-13;2023-06-11;2023-06-01;Phone support was a disaster, they made it worse!;negative;1;chatbot;28;1;DETRACTOR;0;0;Grupo H,Grupo C,Grupo C;2;3;Grupo C;Fraud Report
CASE-20878;2022-05-05;2022-05-01;2022-05-01;The chatbot couldn’t handle my simple question.;negative;1;chatbot;24;2;DETRACTOR;0;0;Grupo D,Grupo I,Grupo F,Grupo G;4;4;Grupo G;Transaction Error
CASE-28856;2023-07-24;2023-07-23;2023-07-01;The email response was thorough and resolved my question.;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-20041;2022-08-05;2022-07-31;2022-08-01;The email team responded promptly and solved my issue.;positive;4;phone;14;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-27624;2024-03-23;2024-03-17;2024-03-01;The phone team was slow and unprofessional.;negative;2;chatbot;27;1;DETRACTOR;0;0;Grupo F,Grupo E,Grupo B;3;3;Grupo B;Login Problems
CASE-27685;2023-07-07;2023-07-02;2023-07-01;The email team sent a reply that solved nothing.;negative;2;email;5415;2;DETRACTOR;0;0;Grupo B,Grupo J;2;2;Grupo J;Payment Issues
CASE-16577;2024-01-09;2024-01-07;2024-01-01;Email support was reliable and resolved my concern.;positive;5;email;143;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-25453;2023-01-28;2023-01-22;2023-01-01;Email support was amazing, they responded right away.;positive;5;email;284;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-26554;2023-11-02;2023-10-29;2023-11-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;5;phone;7;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-29065;2023-06-23;2023-06-18;2023-06-01;The phone agent was unhelpful with my fees.;negative;2;phone;79;1;DETRACTOR;0;0;Grupo C,Grupo C,Grupo H,Grupo A;3;4;Grupo A;Card Issues
CASE-16472;2024-07-14;2024-07-14;2024-07-01;Email support was slow and didn’t solve anything.;negative;2;email;3944;2;DETRACTOR;0;1;Grupo D;1;1;Grupo D;Fraud Report
CASE-17614;2023-12-25;2023-12-24;2023-12-01;The phone agent was impatient and rude.;negative;2;chatbot;50;2;DETRACTOR;0;0;Grupo F,Grupo G,Grupo B,Grupo F,Grupo A;4;5;Grupo A;Login Problems
CASE-24659;2023-12-29;2023-12-24;2023-12-01;The chatbot couldn’t process my balance request.;negative;1;chatbot;23;2;DETRACTOR;0;1;Grupo C,Grupo C,Grupo C;1;3;Grupo C;Transaction Error
CASE-17812;2024-05-17;2024-05-12;2024-05-01;The phone agent helped me set up alerts with ease.;positive;4;phone;12;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-25336;2023-03-21;2023-03-19;2023-03-01;The service was slow, and my issue is still unresolved.;negative;2;phone;56;1;DETRACTOR;0;0;Grupo J,Grupo H;2;2;Grupo H;Login Problems
CASE-18385;2022-11-07;2022-11-06;2022-11-01;The chatbot guided me through online banking setup flawlessly.;positive;4;phone;14;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-15497;2022-04-15;2022-04-10;2022-04-01;The phone agent walked me through everything step-by-step.;positive;5;email;148;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-18908;2023-11-21;2023-11-19;2023-11-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;4;phone;6;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-21596;2024-10-25;2024-10-20;2024-10-01;The agent was very helpful and resolved my issue quickly.;positive;4;phone;14;5;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Loan Inquiry
CASE-16574;2022-02-08;2022-02-06;2022-02-01;The email response was thorough and resolved my question.;positive;4;chatbot;5;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Card Issues
CASE-18677;2024-09-18;2024-09-15;2024-09-01;I received a detailed email response in less than an hour.;positive;5;phone;8;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Transaction Error
CASE-22084;2024-04-22;2024-04-21;2024-04-01;The chatbot explained my fees so clearly, I’m impressed!;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Transaction Error
CASE-27621;2023-04-02;2023-04-02;2023-04-01;The chatbot helped me with my savings goal easily.;positive;4;email;85;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-27732;2022-10-09;2022-10-09;2022-10-01;Phone support was standard, nothing to note.;neutral;3;phone;16;3;DETRACTOR;1;0;Grupo H,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-25279;2022-12-21;2022-12-18;2022-12-01;The phone agent was fine, nothing remarkable.;neutral;3;chatbot;7;4;PROMOTER;1;0;Grupo E,Grupo H,Grupo H;2;3;Grupo H;Loan Inquiry
CASE-28260;2024-11-03;2024-11-03;2024-11-01;The agent was very helpful and resolved my issue quickly.;positive;4;phone;17;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-21398;2022-05-01;2022-05-01;2022-05-01;Email support was fair, nothing special.;neutral;3;phone;29;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Account Setup
CASE-23159;2023-06-26;2023-06-25;2023-06-01;Email support took a week to reply, ridiculous!;negative;2;chatbot;31;2;DETRACTOR;0;0;Grupo D,Grupo C,Grupo G,Grupo C;3;4;Grupo C;Card Issues
CASE-26277;2023-07-23;2023-07-23;2023-07-01;The chatbot crashed when I asked about my loan.;negative;2;email;2869;2;DETRACTOR;0;1;Grupo H;1;1;Grupo H;Fraud Report
CASE-18057;2024-05-07;2024-05-05;2024-05-01;The chatbot was quick to assist with my card issue.;positive;4;email;88;4;PROMOTER;1;1;Grupo F,Grupo H;2;2;Grupo H;Card Issues
CASE-28716;2023-03-20;2023-03-19;2023-03-01;The phone agent helped me set up alerts with ease.;positive;4;phone;19;4;PROMOTER;1;1;Grupo H,Grupo C;2;2;Grupo C;Account Setup
CASE-20151;2025-01-19;2025-01-19;2025-01-01;The chatbot assisted me with my card replacement smoothly.;positive;4;email;60;5;PROMOTER;1;1;Grupo I,Grupo I;1;2;Grupo I;Balance Inquiry
CASE-18698;2023-10-03;2023-10-01;2023-10-01;The chatbot was alright with my transfer query.;neutral;3;phone;23;4;PROMOTER;1;0;Grupo J,Grupo H,Grupo C,Grupo H;3;4;Grupo H;Login Problems
CASE-22125;2024-04-06;2024-03-31;2024-04-01;The chatbot was fine with my loan question.;neutral;3;chatbot;9;3;DETRACTOR;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-18733;2024-03-03;2024-03-03;2024-03-01;The phone agent explained everything in a friendly way.;positive;4;email;294;5;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-18052;2022-05-19;2022-05-15;2022-05-01;The email team sent me a reply that made no sense.;negative;2;chatbot;25;1;DETRACTOR;0;0;Grupo A,Grupo G,Grupo F,Grupo I;4;4;Grupo I;Payment Issues
CASE-25876;2023-12-06;2023-12-03;2023-12-01;The phone agent hung up on me mid-conversation.;negative;2;email;2890;1;DETRACTOR;0;0;Grupo F,Grupo D,Grupo C;3;3;Grupo C;Fees Inquiry
CASE-21516;2022-09-26;2022-09-25;2022-09-01;Phone support was friendly and resolved my concern.;positive;4;chatbot;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-26422;2022-09-23;2022-09-18;2022-09-01;Phone support made me feel confident about my banking.;positive;5;phone;11;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-20832;2022-11-09;2022-11-06;2022-11-01;The email team solved my issue with a single reply.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-25969;2022-06-16;2022-06-12;2022-06-01;The chatbot made checking my interest rates so simple.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-29326;2023-11-30;2023-11-26;2023-11-01;The email team helped me with my statement questions quickly.;positive;4;email;171;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-17695;2023-03-23;2023-03-19;2023-03-01;The email support team was professional and courteous.;positive;5;email;114;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-27027;2025-02-13;2025-02-09;2025-02-01;The chatbot misunderstood my loan inquiry completely.;negative;1;email;4202;2;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Fraud Report
CASE-19867;2024-05-16;2024-05-12;2024-05-01;Phone support was efficient and solved my problem fast.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-19416;2024-04-16;2024-04-14;2024-04-01;The email response was clear and solved my problem.;positive;5;email;62;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-25821;2024-01-13;2024-01-07;2024-01-01;The phone agent was clueless about my account.;negative;2;email;4943;1;DETRACTOR;0;0;Grupo G,Grupo G;1;2;Grupo G;General Inquiry
CASE-23737;2023-04-28;2023-04-23;2023-04-01;The phone agent didn’t listen to my complaint.;negative;1;phone;58;2;DETRACTOR;0;0;Grupo I,Grupo E,Grupo E,Grupo I,Grupo G;3;5;Grupo G;Transaction Error
