case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-17834,2022-10-11,2022-10-09,2022-10-01,The chatbot kept crashing when I needed help.,negative,2,2187,1,"Grupo I,Grupo I,Grupo D,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17834,Superior,MinCovDet
CASE-28428,2024-01-28,2024-01-28,2024-01-01,The chatbot failed to process my savings request.,negative,1,3848,2,"Grupo D,Grupo D,Grupo H,Grupo H",2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-28428,Superior,MinCovDet
CASE-22165,2022-07-20,2022-07-17,2022-07-01,The email response was rude and incomplete.,negative,1,54,1,"Grupo F,Grupo C,Grupo I,Grupo E",4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22165,Superior,MinCovDet
CASE-16564,2023-07-29,2023-07-23,2023-07-01,"Email support was useless, they didn’t even try.",negative,2,4630,2,"Grupo J,Grupo D,Grupo G",3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-16564,Superior,MinCovDet
CASE-18530,2024-07-10,2024-07-07,2024-07-01,The phone team wasted my time with no solution.,negative,1,74,1,"Grupo F,Grupo A,Grupo C,Grupo J",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-18530,Superior,MinCovDet
CASE-22892,2022-03-25,2022-03-20,2022-03-01,The phone representative was unhelpful and impatient.,negative,1,98,1,"Grupo G,Grupo D,Grupo F,Grupo I,Grupo J",5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-22892,Superior,MinCovDet
CASE-15468,2025-02-28,2025-02-23,2025-02-01,The email response was late and full of errors.,negative,1,5035,2,"Grupo I,Grupo G,Grupo H,Grupo G,Grupo H",3,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,CASE-15468,Superior,MinCovDet
CASE-21672,2023-10-30,2023-10-29,2023-10-01,The chatbot gave me incorrect balance info.,negative,2,1745,2,"Grupo C,Grupo D,Grupo I,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-21672,Superior,MinCovDet
CASE-18048,2023-06-22,2023-06-18,2023-06-01,The chatbot couldn’t reset my PIN properly.,negative,1,4195,2,"Grupo I,Grupo C,Grupo I",2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CASE-18048,Superior,MinCovDet
CASE-28697,2023-07-02,2023-07-02,2023-07-01,The chatbot couldn’t handle my simple transfer request.,negative,2,117,1,"Grupo B,Grupo H,Grupo H,Grupo I",3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-28697,Superior,MinCovDet
CASE-18562,2025-01-07,2025-01-05,2025-01-01,The chatbot couldn’t handle my simple transfer request.,negative,1,41,1,"Grupo C,Grupo F,Grupo B,Grupo F,Grupo G",4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CASE-18562,Superior,MinCovDet
CASE-25306,2023-12-05,2023-12-03,2023-12-01,The email team didn’t fix my login problem.,negative,2,5597,2,"Grupo G,Grupo G,Grupo A,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-25306,Superior,MinCovDet
CASE-20059,2022-01-02,2022-01-02,2022-01-01,"Phone support was awful, they ignored my problem.",negative,1,95,2,"Grupo H,Grupo C,Grupo H,Grupo F,Grupo B",4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-20059,Superior,MinCovDet
CASE-21598,2022-06-12,2022-06-12,2022-06-01,The chatbot gave me incorrect balance info.,negative,1,6700,2,"Grupo H,Grupo I,Grupo B",3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-21598,Superior,MinCovDet
CASE-19650,2022-04-27,2022-04-24,2022-04-01,The chatbot failed to answer my mortgage question.,negative,1,5774,2,"Grupo D,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CASE-19650,Superior,MinCovDet
CASE-26525,2024-07-12,2024-07-07,2024-07-01,The email response was delayed and unhelpful.,negative,2,3752,2,"Grupo G,Grupo G,Grupo E,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-26525,Superior,MinCovDet
CASE-15287,2023-04-03,2023-04-02,2023-04-01,The phone team was incompetent and slow.,negative,2,25,1,"Grupo H,Grupo I,Grupo J,Grupo C,Grupo D",5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-15287,Superior,MinCovDet
CASE-25167,2024-07-13,2024-07-07,2024-07-01,The email response was vague and frustrating.,negative,2,3912,1,"Grupo A,Grupo F,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25167,Superior,MinCovDet
CASE-17987,2022-07-04,2022-07-03,2022-07-01,The email response was late and irrelevant.,negative,2,3373,2,"Grupo F,Grupo D,Grupo I,Grupo C,Grupo H",5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,CASE-17987,Superior,MinCovDet
CASE-15741,2023-07-19,2023-07-16,2023-07-01,The phone agent was unhelpful with my fees.,negative,2,3372,2,"Grupo E,Grupo J,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CASE-15741,Superior,MinCovDet
CASE-28379,2022-01-20,2022-01-16,2022-01-01,The phone team was slow and unprofessional.,negative,1,4733,2,"Grupo F,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-28379,Superior,MinCovDet
CASE-21468,2022-12-29,2022-12-25,2022-12-01,Email support didn’t even try to fix my issue.,negative,2,6445,2,"Grupo D,Grupo D,Grupo B",2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-21468,Superior,MinCovDet
CASE-19419,2022-04-30,2022-04-24,2022-04-01,Phone support was rude and disconnected me.,negative,1,5461,2,"Grupo F,Grupo I,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-19419,Superior,MinCovDet
CASE-18019,2023-11-24,2023-11-19,2023-11-01,The chatbot gave me outdated info about my fees.,negative,1,5193,2,"Grupo A,Grupo H,Grupo J",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-18019,Superior,MinCovDet
CASE-15103,2024-02-25,2024-02-25,2024-02-01,"Email support was terrible, they ignored me.",negative,2,1534,1,"Grupo G,Grupo J,Grupo D,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-15103,Superior,MinCovDet
CASE-20397,2023-04-09,2023-04-09,2023-04-01,The email response was late and irrelevant.,negative,2,2654,2,"Grupo G,Grupo F,Grupo A,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-20397,Superior,MinCovDet
CASE-16509,2024-03-17,2024-03-17,2024-03-01,The chatbot couldn’t handle my payment issue.,negative,2,2839,2,"Grupo F,Grupo G,Grupo I,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-16509,Superior,MinCovDet
CASE-21970,2022-09-14,2022-09-11,2022-09-01,The chatbot crashed when I asked about my loan.,negative,1,2277,2,"Grupo H,Grupo G,Grupo G,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-21970,Superior,MinCovDet
CASE-16303,2024-07-26,2024-07-21,2024-07-01,The chatbot couldn’t process my balance request.,negative,1,2577,1,"Grupo D,Grupo C,Grupo J,Grupo E,Grupo I",5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-16303,Superior,MinCovDet
CASE-27219,2023-11-23,2023-11-19,2023-11-01,The chatbot couldn’t assist with my bill payment.,negative,1,6339,1,"Grupo E,Grupo A,Grupo C,Grupo B,Grupo H",5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-27219,Superior,MinCovDet
CASE-28630,2022-07-11,2022-07-10,2022-07-01,The chatbot couldn’t handle my simple question.,negative,2,58,1,"Grupo H,Grupo J,Grupo C,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-28630,Superior,MinCovDet
CASE-25758,2023-12-02,2023-11-26,2023-12-01,The chatbot gave me irrelevant answers every time.,negative,2,99,2,"Grupo H,Grupo A,Grupo H,Grupo I,Grupo C",4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-25758,Superior,MinCovDet
CASE-15709,2023-08-16,2023-08-13,2023-08-01,The phone agent gave me conflicting information.,negative,2,5658,2,"Grupo B,Grupo H,Grupo G,Grupo B",3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15709,Superior,MinCovDet
CASE-29114,2022-09-06,2022-09-04,2022-09-01,"Email support was terrible, they ignored me.",negative,1,2327,1,"Grupo E,Grupo I,Grupo H,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-29114,Superior,MinCovDet
CASE-21114,2023-03-20,2023-03-19,2023-03-01,The phone team made me wait and then hung up.,negative,2,5701,1,"Grupo C,Grupo D,Grupo D",2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-21114,Superior,MinCovDet
CASE-15951,2022-07-15,2022-07-10,2022-07-01,Email support didn’t even try to fix my issue.,negative,1,21,1,"Grupo E,Grupo C,Grupo F,Grupo I,Grupo C",4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-15951,Superior,MinCovDet
CASE-17488,2022-12-13,2022-12-11,2022-12-01,The email response was rude and incomplete.,negative,1,2632,2,"Grupo D,Grupo D,Grupo G,Grupo D",2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-17488,Superior,MinCovDet
CASE-24815,2024-03-12,2024-03-10,2024-03-01,Phone support was disrespectful and unhelpful.,negative,2,6234,2,"Grupo H,Grupo A,Grupo A",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24815,Superior,MinCovDet
CASE-22728,2023-12-30,2023-12-24,2023-12-01,The chatbot gave me nonsense answers all the time.,negative,1,7484,2,"Grupo H,Grupo I,Grupo I,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-22728,Superior,MinCovDet
CASE-26198,2022-07-02,2022-06-26,2022-07-01,The chatbot crashed during my transaction query.,negative,1,6733,2,"Grupo J,Grupo J,Grupo J,Grupo H,Grupo D",3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26198,Superior,MinCovDet
CASE-22649,2023-09-06,2023-09-03,2023-09-01,The chatbot couldn’t reset my PIN properly.,negative,1,7126,2,"Grupo I,Grupo H,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-22649,Superior,MinCovDet
CASE-15572,2022-04-22,2022-04-17,2022-04-01,The chatbot couldn’t process my balance request.,negative,1,6231,1,"Grupo H,Grupo B,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-15572,Superior,MinCovDet
CASE-21926,2023-01-25,2023-01-22,2023-01-01,Phone support was disrespectful and unhelpful.,negative,1,5023,1,"Grupo H,Grupo D,Grupo G,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-21926,Superior,MinCovDet
CASE-16812,2022-10-08,2022-10-02,2022-10-01,The phone team was incompetent and slow.,negative,2,3403,2,"Grupo E,Grupo I,Grupo G,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,CASE-16812,Superior,MinCovDet
CASE-20004,2022-05-07,2022-05-01,2022-05-01,The phone team wasted my time with no solution.,negative,1,5752,1,"Grupo H,Grupo B,Grupo E,Grupo H",3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-20004,Superior,MinCovDet
CASE-20760,2022-06-29,2022-06-26,2022-06-01,The phone agent didn’t listen to my complaint.,negative,2,3883,2,"Grupo J,Grupo J,Grupo C,Grupo D,Grupo E",4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20760,Superior,MinCovDet
CASE-23124,2024-03-19,2024-03-17,2024-03-01,"Phone support was terrible, they wasted my time.",negative,2,5219,1,"Grupo E,Grupo E,Grupo E",1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-23124,Superior,MinCovDet
CASE-21054,2022-06-16,2022-06-12,2022-06-01,The email response was generic and useless.,negative,2,3774,1,"Grupo D,Grupo A,Grupo F,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-21054,Superior,MinCovDet
CASE-23769,2022-12-20,2022-12-18,2022-12-01,The chatbot couldn’t process my balance request.,negative,2,68,1,"Grupo G,Grupo H,Grupo E,Grupo J,Grupo D",5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-23769,Superior,MinCovDet
CASE-20838,2022-01-03,2022-01-02,2022-01-01,The email team didn’t address my issue at all.,negative,2,5071,1,"Grupo H,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-20838,Superior,MinCovDet
CASE-18518,2024-06-28,2024-06-23,2024-06-01,Email support didn’t bother to read my email.,negative,2,69,1,"Grupo I,Grupo I,Grupo C,Grupo F,Grupo E",4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18518,Superior,MinCovDet
CASE-27128,2022-07-18,2022-07-17,2022-07-01,The email response was delayed and unhelpful.,negative,1,3644,1,"Grupo I,Grupo C,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-27128,Superior,MinCovDet
CASE-18302,2023-08-29,2023-08-27,2023-08-01,"I waited forever on the phone, and they didn’t help.",negative,2,2278,1,"Grupo J,Grupo I,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-18302,Superior,MinCovDet
CASE-22538,2023-10-07,2023-10-01,2023-10-01,The chatbot failed to reset my password correctly.,negative,1,5034,1,"Grupo J,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22538,Superior,MinCovDet
CASE-21989,2024-07-24,2024-07-21,2024-07-01,The chatbot gave me wrong loan terms info.,negative,1,53,1,"Grupo I,Grupo E,Grupo J,Grupo H,Grupo J",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-21989,Superior,MinCovDet
CASE-18606,2022-07-17,2022-07-17,2022-07-01,The chatbot failed to process my payment request.,negative,2,3249,1,"Grupo F,Grupo H,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18606,Superior,MinCovDet
CASE-25739,2024-06-11,2024-06-09,2024-06-01,The chatbot couldn’t handle my simple question.,negative,1,37,1,"Grupo F,Grupo B,Grupo D,Grupo E,Grupo D",4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-25739,Superior,MinCovDet
CASE-21745,2024-07-14,2024-07-14,2024-07-01,The chatbot misunderstood my loan inquiry completely.,negative,1,5432,1,"Grupo G,Grupo E,Grupo E",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21745,Superior,MinCovDet
CASE-24106,2024-12-20,2024-12-15,2024-12-01,Email support ignored my complaint completely.,negative,1,3494,1,"Grupo A,Grupo J,Grupo C,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24106,Superior,MinCovDet
CASE-27907,2024-12-20,2024-12-15,2024-12-01,Email support was a complete letdown.,negative,1,5138,1,"Grupo A,Grupo F,Grupo E,Grupo D",4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-27907,Superior,MinCovDet
CASE-26390,2022-03-02,2022-02-27,2022-03-01,The email response was vague and unhelpful.,negative,2,3527,2,"Grupo J,Grupo B,Grupo H,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26390,Superior,MinCovDet
CASE-16444,2025-01-05,2025-01-05,2025-01-01,The chatbot kept crashing when I needed help.,negative,1,2332,2,"Grupo G,Grupo E,Grupo A,Grupo E",3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-16444,Superior,MinCovDet
CASE-27041,2022-08-05,2022-07-31,2022-08-01,Email support was a complete letdown.,negative,1,104,1,"Grupo G,Grupo I,Grupo I,Grupo E",3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27041,Superior,MinCovDet
CASE-29892,2023-02-11,2023-02-05,2023-02-01,Email support was rude and unprofessional.,negative,1,2632,1,"Grupo D,Grupo D,Grupo E",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-29892,Superior,MinCovDet
CASE-26675,2022-06-08,2022-06-05,2022-06-01,The email team ignored my urgent request.,negative,1,50,1,"Grupo B,Grupo E,Grupo H,Grupo D",4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26675,Superior,MinCovDet
CASE-28115,2022-07-24,2022-07-24,2022-07-01,The chatbot kept looping with no solution.,negative,1,6016,2,"Grupo H,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CASE-28115,Superior,MinCovDet
CASE-24771,2025-01-24,2025-01-19,2025-01-01,"Email support was the worst, no effort at all.",negative,1,3419,1,"Grupo F,Grupo G,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CASE-24771,Superior,MinCovDet
CASE-29324,2024-07-10,2024-07-07,2024-07-01,The phone team was rude and hung up on me.,negative,2,3843,1,"Grupo D,Grupo C,Grupo B,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-29324,Superior,MinCovDet
CASE-21771,2022-12-04,2022-12-04,2022-12-01,Email support didn’t even read my message properly.,negative,2,101,1,"Grupo G,Grupo F,Grupo I,Grupo G",3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21771,Superior,MinCovDet
CASE-23012,2023-09-23,2023-09-17,2023-09-01,The chatbot kept crashing when I needed help.,negative,2,7316,2,"Grupo J,Grupo G,Grupo D,Grupo G",3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-23012,Superior,MinCovDet
CASE-25784,2023-04-30,2023-04-30,2023-04-01,The chatbot gave me wrong info about my account.,negative,2,2678,1,"Grupo E,Grupo B,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,CASE-25784,Superior,MinCovDet
CASE-24910,2024-04-30,2024-04-28,2024-04-01,"Email support was useless, they didn’t even try.",negative,2,2838,1,"Grupo I,Grupo H,Grupo C,Grupo C,Grupo C",3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-24910,Superior,MinCovDet
CASE-16145,2024-06-23,2024-06-23,2024-06-01,The phone agent was clueless about my account.,negative,2,1654,2,"Grupo C,Grupo C,Grupo H,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-16145,Superior,MinCovDet
CASE-19007,2024-11-18,2024-11-17,2024-11-01,The chatbot crashed during my transaction query.,negative,2,7649,1,"Grupo I,Grupo C,Grupo H,Grupo B",4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-19007,Superior,MinCovDet
CASE-15153,2022-12-20,2022-12-18,2022-12-01,The chatbot couldn’t help with my card replacement.,negative,1,5046,1,"Grupo I,Grupo A,Grupo B,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CASE-15153,Superior,MinCovDet
CASE-25550,2022-06-12,2022-06-12,2022-06-01,Email support didn’t even try to fix my issue.,negative,2,2581,1,"Grupo D,Grupo A,Grupo F,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-25550,Superior,MinCovDet
CASE-15474,2023-03-20,2023-03-19,2023-03-01,The email response was delayed and unhelpful.,negative,1,2821,1,"Grupo J,Grupo C,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-15474,Superior,MinCovDet
CASE-23705,2022-07-09,2022-07-03,2022-07-01,The phone agent didn’t listen to my complaint.,negative,2,5150,2,"Grupo E,Grupo E",1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-23705,Superior,MinCovDet
CASE-20050,2024-12-13,2024-12-08,2024-12-01,The email response was rude and incomplete.,negative,2,4581,1,"Grupo G,Grupo F,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-20050,Superior,MinCovDet
CASE-26093,2023-12-01,2023-11-26,2023-12-01,The email team ignored my urgent request.,negative,2,3890,1,"Grupo J,Grupo G,Grupo H,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-26093,Superior,MinCovDet
CASE-28143,2025-01-13,2025-01-12,2025-01-01,The chatbot couldn’t assist with my statement.,negative,2,3700,2,"Grupo B,Grupo D,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CASE-28143,Superior,MinCovDet
CASE-18045,2024-05-07,2024-05-05,2024-05-01,The email team ignored my urgent card issue.,negative,2,14,1,"Grupo F,Grupo J,Grupo H,Grupo J,Grupo E",4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-18045,Superior,MinCovDet
CASE-16610,2023-05-26,2023-05-21,2023-05-01,The phone agent didn’t care about my complaint.,negative,1,4804,2,"Grupo B,Grupo A,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-16610,Superior,MinCovDet
CASE-21108,2023-12-01,2023-11-26,2023-12-01,The chatbot failed to process my payment request.,negative,2,3602,1,"Grupo J,Grupo A,Grupo J",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CASE-21108,Superior,MinCovDet
CASE-24568,2023-12-16,2023-12-10,2023-12-01,The chatbot failed to process my payment request.,negative,1,81,1,"Grupo J,Grupo B,Grupo C,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-24568,Superior,MinCovDet
CASE-21895,2024-12-01,2024-12-01,2024-12-01,The chatbot couldn’t help with my card replacement.,negative,2,15,1,"Grupo B,Grupo C,Grupo H,Grupo G,Grupo A",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-21895,Superior,MinCovDet
CASE-27080,2022-05-12,2022-05-08,2022-05-01,The chatbot gave me useless info about my card.,negative,1,4321,2,"Grupo D,Grupo F,Grupo E,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-27080,Superior,MinCovDet
CASE-23891,2022-08-24,2022-08-21,2022-08-01,The email team sent me a reply that made no sense.,negative,1,6177,1,"Grupo J,Grupo J,Grupo E,Grupo C,Grupo C",3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-23891,Superior,MinCovDet
CASE-25622,2023-08-08,2023-08-06,2023-08-01,The chatbot couldn’t assist with my bill payment.,negative,2,4221,1,"Grupo I,Grupo G",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-25622,Superior,MinCovDet
CASE-26086,2022-05-17,2022-05-15,2022-05-01,"Phone support was terrible, they wasted my time.",negative,1,3128,2,"Grupo E,Grupo I,Grupo I,Grupo I",2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-26086,Superior,MinCovDet
CASE-15667,2023-05-04,2023-04-30,2023-05-01,The phone team was incompetent and slow.,negative,1,4308,1,"Grupo I,Grupo H,Grupo G,Grupo C,Grupo F",5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-15667,Superior,MinCovDet
CASE-28551,2022-12-03,2022-11-27,2022-12-01,The chatbot gave me wrong loan terms info.,negative,2,4328,1,"Grupo A,Grupo A,Grupo J,Grupo H,Grupo J",3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-28551,Superior,MinCovDet
CASE-19936,2022-03-17,2022-03-13,2022-03-01,The chatbot failed to process my payment request.,negative,2,6893,2,"Grupo D,Grupo I,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-19936,Superior,MinCovDet
