survey_id,employee_id,survey_date,satisfaction_score,response
1401,1250,2024-02-03,3,"Management is fair, but communication could be improved."
1402,1568,2018-07-14,3,"The team dynamics are fine, but we could use more collaboration."
1403,1497,2024-03-17,4,I feel valued in my position. The work-life balance is superior.
1404,1862,2017-08-20,4,The workplace culture is outstanding. Management really listens to our feedback.
1405,1018,2023-09-04,5,Our department has outstanding leadership and clear communication channels.
1406,1193,2023-03-07,1,Feeling burned out and tense due to high workload.
1407,1393,2022-06-25,4,I feel respected in my position. The work-life balance is exceptional.
1408,1613,2024-02-04,3,"Work-life balance is satisfactory, though there's room for improvement."
1409,1303,2024-07-01,3,moderate satisfaction with my current role and responsibilities.
1410,1147,2022-04-07,5,The office culture is excellent. Management really responds to our feedback.
1411,1745,2024-03-29,5,I'm very satisfied with my role. The group is supportive and provides wonderful opportunities.
1412,1681,2016-12-18,3,The work environment is reasonable. Some processes could be more efficient.
1413,1583,2025-05-13,4,Our department has outstanding leadership and clear communication channels.
1414,1873,2020-08-20,5,I feel respected in my position. The work-life balance is wonderful.
1415,1950,2016-04-13,3,"Management is decent, but communication could be improved."
1416,1502,2022-02-14,4,I'm very satisfied with my role. The unit is helpful and provides exceptional opportunities.
1417,1117,2019-05-12,5,I'm very satisfied with my role. The team is supportive and provides wonderful opportunities.
1418,1483,2021-03-19,4,superior benefits and compensation package. I feel well rewarded for my work.
1419,1284,2024-09-24,3,standard satisfaction with my current role and responsibilities.
1420,1520,2024-11-24,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1421,1740,2022-04-19,3,"The team dynamics are standard, but we could use more collaboration."
1422,1351,2020-05-06,5,I feel appreciated in my position. The work-life balance is exceptional.
1423,1496,2023-02-01,2,Limited growth opportunities and lacking communication from management.
1424,1780,2022-12-29,2,Feeling overworked and stressed due to high workload.
1425,1991,2019-10-13,3,"The team dynamics are alright, but we could use more collaboration."
1426,1613,2023-10-21,4,Our department has outstanding leadership and clear communication channels.
1427,1516,2023-03-08,2,Feeling overwhelmed and anxious due to high workload.
1428,1871,2020-04-03,4,I feel respected in my position. The work-life balance is superior.
1429,1629,2022-11-28,4,The office culture is great. Management really acts on to our feedback.
1430,1191,2022-08-26,3,"Management is fair, but communication could be improved."
1431,1582,2020-04-08,5,Our department has outstanding leadership and clear communication channels.
1432,1476,2024-01-06,5,I feel appreciated in my position. The work-life balance is wonderful.
1433,1215,2025-03-01,4,superior benefits and compensation package. I feel well rewarded for my work.
1434,1475,2019-10-15,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1435,1923,2019-03-06,5,Our department has great leadership and clear communication channels.
1436,1209,2025-02-27,5,Our department has fantastic leadership and clear communication channels.
1437,1766,2022-02-28,5,I feel appreciated in my position. The work-life balance is superior.
1438,1645,2024-01-12,4,Our department has great leadership and clear communication channels.
1439,1605,2020-11-16,5,I feel appreciated in my position. The work-life balance is wonderful.
1440,1889,2023-10-05,5,I feel respected in my position. The work-life balance is exceptional.
1441,1354,2021-02-18,3,moderate satisfaction with my current role and responsibilities.
1442,1114,2024-09-03,5,I'm very satisfied with my role. The team is helpful and provides wonderful opportunities.
1443,1021,2020-12-08,4,Our department has great leadership and clear communication channels.
1444,1744,2025-04-21,3,The work environment is adequate. Some processes could be more efficient.
1445,1132,2023-01-16,3,"Work-life balance is satisfactory, though there's room for improvement."
1446,1951,2024-10-19,5,The office culture is outstanding. Management really considers to our feedback.
1447,1472,2022-01-20,3,typical satisfaction with my current role and responsibilities.
1448,1706,2025-02-14,4,superior benefits and compensation package. I feel well rewarded for my work.
1449,1520,2024-04-25,1,Limited growth opportunities and poor communication from management.
1450,1854,2023-05-07,5,I'm very satisfied with my role. The team is helpful and provides superior opportunities.
1451,1116,2020-12-31,5,The work environment culture is great. Management really listens to our feedback.
1452,1856,2024-02-13,5,Our department has excellent leadership and clear communication channels.
1453,1510,2022-01-17,4,superior benefits and compensation package. I feel well rewarded for my work.
1454,1457,2024-10-11,5,I'm very satisfied with my role. The group is helpful and provides excellent opportunities.
1455,1793,2024-09-16,4,The company culture is outstanding. Management really considers to our feedback.
1456,1677,2021-10-04,2,Work-life balance is poor. Too many overtime hours required.
1457,1171,2018-12-15,4,I feel appreciated in my position. The work-life balance is exceptional.
1458,1408,2024-10-04,5,I feel respected in my position. The work-life balance is exceptional.
1459,1816,2021-04-03,2,Feeling overwhelmed and stressed due to high workload.
1460,1740,2023-03-11,5,I feel valued in my position. The work-life balance is superior.
1461,1552,2023-09-20,3,The work environment is okay. Some processes could be more efficient.
1462,1097,2021-02-19,5,The office culture is fantastic. Management really responds to our feedback.
1463,1087,2024-10-03,3,The work environment is satisfactory. Some processes could be more efficient.
1464,1641,2025-01-13,3,"Work-life balance is satisfactory, though there's room for improvement."
1465,1907,2023-04-28,4,I feel appreciated in my position. The work-life balance is exceptional.
1466,1806,2021-02-10,4,The workplace culture is excellent. Management really responds to our feedback.
1467,1776,2022-11-27,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1468,1496,2023-09-17,3,"The team dynamics are fine, but we could use more collaboration."
1469,1136,2023-10-18,2,Feeling exhausted and anxious due to high workload.
1470,1850,2021-05-07,4,I'm very satisfied with my role. The team is supportive and provides wonderful opportunities.
1471,1925,2025-04-03,3,average satisfaction with my current role and responsibilities.
1472,1148,2024-05-06,3,The work environment is satisfactory. Some processes could be more efficient.
1473,1517,2015-08-04,5,I feel respected in my position. The work-life balance is exceptional.
1474,1133,2025-04-10,2,Feeling burned out and stressed due to high workload.
1475,1136,2021-01-01,5,Our department has great leadership and clear communication channels.
1476,1808,2024-09-30,5,superior benefits and compensation package. I feel well rewarded for my work.
1477,1144,2024-07-21,5,superior benefits and compensation package. I feel well rewarded for my work.
1478,1729,2024-10-02,4,I'm very satisfied with my role. The group is collaborative and provides wonderful opportunities.
1479,1849,2024-05-18,4,The work environment culture is fantastic. Management really considers to our feedback.
1480,1231,2022-09-24,4,I'm very satisfied with my role. The group is helpful and provides exceptional opportunities.
1481,1735,2023-07-13,5,I feel valued in my position. The work-life balance is wonderful.
1482,1805,2020-09-06,1,Feeling overworked and stressed due to high workload.
1483,1510,2022-12-07,5,I'm very satisfied with my role. The department is helpful and provides wonderful opportunities.
1484,1263,2022-07-04,4,I'm very satisfied with my role. The unit is collaborative and provides exceptional opportunities.
1485,1948,2025-04-30,4,I'm very satisfied with my role. The team is helpful and provides exceptional opportunities.
1486,1553,2024-05-22,5,excellent benefits and compensation package. I feel well rewarded for my work.
1487,1250,2021-07-08,4,The company culture is great. Management really acts on to our feedback.
1488,1505,2018-03-25,4,I feel respected in my position. The work-life balance is superior.
1489,1353,2019-04-04,4,excellent benefits and compensation package. I feel well rewarded for my work.
