CASE ID;Date;Start of Week;Start of Month;TRANSLATED COMMENTS;Feeling;FEEL;CHANNEL;RESOLUTION TIME (min);CSAT Rating Received;CLASSIFICATION;RESOLVED IN SLA;FIRST TOUCH RESOLUTION;Group Name History;Groups;Total Groups;CSAT Rated Group Name;ISSUE CLASSIFICATION
CASE-1760;2024-12-25;2024-12-22;2024-12-01;The service was fine, I got what I needed.;neutral;neutral;chatbot;20;4;PROMOTER;0;0;Grupo J,Grupo A;2;2;Grupo A;Payment Issues
CASE-1147;2023-08-21;2023-08-20;2023-08-01;I got a fast and friendly response via email, great job!;positive;positive;phone;12;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-1937;2025-03-09;2025-03-09;2025-03-01;The chatbot gave me accurate info about my account in seconds.;positive;positive;email;229;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-1135;2024-07-27;2024-07-21;2024-07-01;The chatbot misunderstood my loan inquiry completely.;negative;negative;phone;56;2;DETRACTOR;0;0;Grupo H,Grupo G,Grupo E;3;3;Grupo E;Balance Inquiry
CASE-1242;2025-04-19;2025-04-13;2025-04-01;The chatbot couldn’t process my balance request.;negative;negative;chatbot;21;1;DETRACTOR;0;1;Grupo I,Grupo D,Grupo I;2;3;Grupo I;Fraud Report
CASE-1815;2024-09-07;2024-09-01;2024-09-01;The phone agent walked me through everything step-by-step.;positive;positive;phone;8;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-1189;2025-11-21;2025-11-16;2025-11-01;The chatbot made checking my rewards so simple.;positive;positive;phone;8;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-1308;2024-07-29;2024-07-28;2024-07-01;Email support took a week to reply, ridiculous!;negative;negative;chatbot;44;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo C,Grupo I;3;4;Grupo I;General Inquiry
CASE-1211;2023-03-22;2023-03-19;2023-03-01;The chatbot failed to help with my balance inquiry.;negative;negative;email;3224;2;DETRACTOR;0;0;Grupo J,Grupo C,Grupo F,Grupo E,Grupo G;5;5;Grupo G;Transaction Error
CASE-1403;2023-02-12;2023-02-12;2023-02-01;The phone support was okay, nothing special.;neutral;neutral;phone;84;3;DETRACTOR;0;1;Grupo E,Grupo A,Grupo G;3;3;Grupo G;Card Issues
CASE-1423;2023-10-09;2023-10-08;2023-10-01;The chatbot failed to help with my account setup.;negative;negative;chatbot;54;2;DETRACTOR;0;0;Grupo I,Grupo D,Grupo E;3;3;Grupo E;Login Problems
CASE-1124;2023-07-24;2023-07-23;2023-07-01;The chatbot gave me incorrect balance info.;negative;negative;chatbot;60;1;DETRACTOR;0;0;Grupo J,Grupo E;2;2;Grupo E;Card Issues
CASE-1789;2023-09-20;2023-09-17;2023-09-01;Email support was useless, they didn’t even try.;negative;negative;email;2337;2;DETRACTOR;0;0;Grupo G,Grupo E,Grupo C,Grupo E;3;4;Grupo E;Transaction Error
CASE-1640;2023-09-16;2023-09-10;2023-09-01;Email support was amazing, they responded right away.;positive;positive;email;190;4;PROMOTER;1;1;Grupo A,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-1702;2025-01-19;2025-01-19;2025-01-01;The phone team was amazing with my inquiry.;positive;positive;chatbot;5;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Account Setup
CASE-1339;2024-06-07;2024-06-02;2024-06-01;The chatbot helped me track my transaction effortlessly.;positive;positive;email;78;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1662;2025-06-08;2025-06-08;2025-06-01;The chatbot was quick to assist with my transfer request.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1368;2023-12-06;2023-12-03;2023-12-01;Email support was a complete letdown.;negative;negative;email;2248;1;DETRACTOR;0;0;Grupo C,Grupo D,Grupo A,Grupo A;3;4;Grupo A;Fees Inquiry
CASE-1602;2025-12-27;2025-12-21;2025-12-01;The chatbot kept looping with no solution.;negative;negative;email;1948;1;DETRACTOR;0;0;Grupo B,Grupo C;2;2;Grupo C;Transaction Error
CASE-1762;2025-11-12;2025-11-09;2025-11-01;Phone support was outstanding and very helpful.;positive;positive;phone;12;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1103;2024-03-05;2024-03-03;2024-03-01;The email response was detailed and very helpful.;positive;positive;email;95;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1682;2025-11-19;2025-11-16;2025-11-01;The chatbot was quick to assist with my transfer request.;positive;positive;phone;10;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1878;2024-04-05;2024-03-31;2024-04-01;The chatbot gave me accurate info about my account in seconds.;positive;positive;phone;12;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-1543;2024-07-16;2024-07-14;2024-07-01;I had a wonderful experience opening my account via phone.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-1427;2025-04-26;2025-04-20;2025-04-01;The email response was late and irrelevant.;negative;negative;phone;216;2;DETRACTOR;0;0;Grupo G,Grupo D,Grupo H,Grupo D;3;4;Grupo D;Payment Issues
CASE-1874;2025-10-07;2025-10-05;2025-10-01;The chatbot answered all my questions perfectly, amazing!;positive;positive;phone;14;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-1110;2024-11-19;2024-11-17;2024-11-01;The chatbot failed to answer my mortgage question.;negative;negative;chatbot;23;2;DETRACTOR;0;1;Grupo D;1;1;Grupo D;Login Problems
CASE-1669;2024-03-08;2024-03-03;2024-03-01;The email response was generic and useless.;negative;negative;chatbot;116;2;DETRACTOR;0;1;Grupo G,Grupo J,Grupo I,Grupo F;4;4;Grupo F;Payment Issues
CASE-1052;2025-12-28;2025-12-28;2025-12-01;The email response was sloppy and unclear.;negative;negative;email;1558;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo J;2;3;Grupo J;Fraud Report
CASE-1892;2023-06-05;2023-06-04;2023-06-01;Phone support was a nightmare, no help at all.;negative;negative;email;4134;2;DETRACTOR;0;0;Grupo A,Grupo C,Grupo F,Grupo F;3;4;Grupo F;Transaction Error
CASE-1213;2023-11-06;2023-11-05;2023-11-01;The phone agent fixed my issue with a great attitude.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-1835;2024-07-22;2024-07-21;2024-07-01;The phone agent didn’t listen to my complaint.;negative;negative;email;2308;2;DETRACTOR;0;0;Grupo G,Grupo C,Grupo A,Grupo H;4;4;Grupo H;Fees Inquiry
CASE-1855;2024-09-10;2024-09-08;2024-09-01;The phone agent fixed my issue with a great attitude.;positive;positive;phone;7;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1510;2024-09-24;2024-09-22;2024-09-01;The chatbot assisted me with my card replacement smoothly.;positive;positive;phone;9;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-1688;2025-04-06;2025-04-06;2025-04-01;The chatbot was quick to assist with my card issue.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-1584;2023-05-28;2023-05-28;2023-05-01;The chatbot crashed during my payment request.;negative;negative;chatbot;108;2;DETRACTOR;0;1;Grupo C,Grupo A,Grupo A,Grupo H;3;4;Grupo H;Transaction Error
CASE-1182;2024-07-03;2024-06-30;2024-07-01;Phone support was rude and disconnected me.;negative;negative;phone;215;1;DETRACTOR;0;1;Grupo F,Grupo H,Grupo A,Grupo G;4;4;Grupo G;Login Problems
CASE-1737;2023-07-04;2023-07-02;2023-07-01;The chatbot couldn’t understand my simple question.;negative;negative;phone;115;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo H,Grupo G,Grupo B;5;5;Grupo B;Login Problems
CASE-1657;2024-01-22;2024-01-21;2024-01-01;Email support took days to reply, terrible service!;negative;negative;phone;43;1;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Transaction Error
CASE-1620;2025-10-13;2025-10-12;2025-10-01;The email response was okay, not very helpful.;neutral;neutral;chatbot;13;4;PROMOTER;0;0;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-1887;2023-12-24;2023-12-24;2023-12-01;The phone service was awful, no one knew what to do.;negative;negative;chatbot;16;1;DETRACTOR;0;1;Grupo A,Grupo A,Grupo H,Grupo J,Grupo J;3;5;Grupo J;Transaction Error
CASE-1259;2023-07-16;2023-07-16;2023-07-01;The chatbot failed to answer my mortgage question.;negative;negative;chatbot;96;2;DETRACTOR;0;0;Grupo I,Grupo C,Grupo C,Grupo G;3;4;Grupo G;Transaction Error
CASE-1712;2025-09-06;2025-08-31;2025-09-01;The email response was clear and professional.;positive;positive;email;127;5;PROMOTER;1;1;Grupo F,Grupo I;2;2;Grupo I;Loan Inquiry
CASE-1239;2025-03-03;2025-03-02;2025-03-01;Email support was slow and didn’t solve anything.;negative;negative;email;3338;2;DETRACTOR;0;0;Grupo A,Grupo H,Grupo I;3;3;Grupo I;Payment Issues
CASE-1074;2025-03-04;2025-03-02;2025-03-01;The phone team made banking so easy for me.;positive;positive;email;119;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Transaction Error
CASE-1743;2023-12-14;2023-12-10;2023-12-01;The chatbot answered my question, but it took a while.;neutral;neutral;phone;53;3;DETRACTOR;0;1;Grupo G,Grupo A;2;2;Grupo A;Account Setup
CASE-1383;2023-11-10;2023-11-05;2023-11-01;The service was fine, I got what I needed.;neutral;neutral;chatbot;10;3;DETRACTOR;1;1;Grupo D,Grupo F;2;2;Grupo F;Card Issues
CASE-1681;2025-08-30;2025-08-24;2025-08-01;Email support was a complete letdown.;negative;negative;chatbot;49;1;DETRACTOR;0;0;Grupo C,Grupo B,Grupo F;3;3;Grupo F;Login Problems
CASE-1544;2025-11-27;2025-11-23;2025-11-01;The email response was clear and professional.;positive;positive;email;427;5;PROMOTER;1;1;Grupo G,Grupo C;2;2;Grupo C;Payment Issues
CASE-1839;2024-07-19;2024-07-14;2024-07-01;The email team didn’t address my issue at all.;negative;negative;chatbot;36;2;DETRACTOR;0;1;Grupo H,Grupo J,Grupo F;3;3;Grupo F;Card Issues
CASE-1310;2024-10-11;2024-10-06;2024-10-01;The chatbot helped me track my transaction effortlessly.;positive;positive;email;166;5;PROMOTER;1;1;Grupo J,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-1578;2023-11-02;2023-10-29;2023-11-01;Phone support was terrible, they wasted my time.;negative;negative;phone;53;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Account Setup
CASE-1575;2025-07-24;2025-07-20;2025-07-01;The email response was thorough and resolved my question.;positive;positive;phone;22;5;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-1519;2023-04-06;2023-04-02;2023-04-01;The chatbot guided me through online banking setup flawlessly.;positive;positive;chatbot;6;5;PROMOTER;1;1;Grupo I,Grupo A;2;2;Grupo A;Transaction Error
CASE-1963;2024-03-08;2024-03-03;2024-03-01;The email team didn’t fix my login problem.;negative;negative;chatbot;56;1;DETRACTOR;0;0;Grupo C,Grupo F,Grupo H;3;3;Grupo H;Account Setup
CASE-1352;2024-12-10;2024-12-08;2024-12-01;The email response was rude and incomplete.;negative;negative;chatbot;118;2;DETRACTOR;0;0;Grupo F,Grupo D,Grupo C,Grupo G,Grupo J;5;5;Grupo J;General Inquiry
CASE-1491;2025-06-08;2025-06-08;2025-06-01;The email team helped me update my contact info effortlessly.;positive;positive;email;97;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1321;2023-09-05;2023-09-03;2023-09-01;The call center staff was patient and resolved my payment issue.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-1484;2023-07-14;2023-07-09;2023-07-01;The phone team didn’t solve my transfer problem.;negative;negative;email;1814;2;DETRACTOR;0;0;Grupo B,Grupo H,Grupo D;3;3;Grupo D;Fraud Report
CASE-1340;2025-08-18;2025-08-17;2025-08-01;Email support was slow and didn’t solve anything.;negative;negative;phone;253;1;DETRACTOR;0;0;Grupo G,Grupo J,Grupo D,Grupo C,Grupo A;5;5;Grupo A;Payment Issues
CASE-1163;2024-12-26;2024-12-22;2024-12-01;The chatbot couldn’t assist with my statement.;negative;negative;chatbot;51;1;DETRACTOR;0;0;Grupo B,Grupo I;2;2;Grupo I;Account Setup
CASE-1028;2023-11-10;2023-11-05;2023-11-01;The email response was delayed and unhelpful.;negative;negative;chatbot;94;1;DETRACTOR;0;0;Grupo F,Grupo D,Grupo F,Grupo D,Grupo C;3;5;Grupo C;Login Problems
CASE-1219;2023-11-20;2023-11-19;2023-11-01;Quick and friendly service, my card issue was sorted out fast.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Login Problems
CASE-1962;2024-11-21;2024-11-17;2024-11-01;The email team was decent, response was fair.;neutral;neutral;phone;58;3;DETRACTOR;0;0;Grupo F,Grupo A,Grupo B;3;3;Grupo B;Loan Inquiry
CASE-1782;2025-06-04;2025-06-01;2025-06-01;The email team provided a clear and quick solution.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1419;2023-03-10;2023-03-05;2023-03-01;The chatbot helped me track my transaction effortlessly.;positive;positive;email;189;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-1709;2024-10-26;2024-10-20;2024-10-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;positive;phone;11;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1858;2025-04-26;2025-04-20;2025-04-01;The chatbot made checking my interest rates so simple.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo J,Grupo I;2;2;Grupo I;Payment Issues
CASE-1837;2023-09-19;2023-09-17;2023-09-01;The chatbot was quick to assist with my payment query.;positive;positive;email;173;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Card Issues
CASE-1998;2023-08-10;2023-08-06;2023-08-01;The chatbot helped me with my account balance quickly.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-1348;2023-08-14;2023-08-13;2023-08-01;The chatbot gave me incorrect balance info.;negative;negative;phone;151;2;DETRACTOR;0;0;Grupo C,Grupo G,Grupo F;3;3;Grupo F;General Inquiry
CASE-1565;2023-12-28;2023-12-24;2023-12-01;The chatbot answered my mortgage question accurately.;positive;positive;email;117;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1261;2025-04-16;2025-04-13;2025-04-01;The chatbot was okay, assisted me eventually.;neutral;neutral;email;1438;3;DETRACTOR;1;1;Grupo D,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-1618;2025-06-17;2025-06-15;2025-06-01;The email support team was efficient and friendly.;positive;positive;phone;13;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;General Inquiry
CASE-1367;2025-06-22;2025-06-22;2025-06-01;The phone agent didn’t understand my issue.;negative;negative;phone;127;2;DETRACTOR;0;0;Grupo A,Grupo A,Grupo E;2;3;Grupo E;General Inquiry
CASE-1435;2024-01-27;2024-01-21;2024-01-01;The email response was professional and to the point.;positive;positive;phone;26;5;PROMOTER;1;1;Grupo G,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-1992;2024-12-16;2024-12-15;2024-12-01;The phone agent hung up on me mid-conversation.;negative;negative;phone;105;2;DETRACTOR;0;0;Grupo B,Grupo G;2;2;Grupo G;Login Problems
CASE-1460;2025-04-28;2025-04-27;2025-04-01;I waited forever on the phone, and they didn’t help.;negative;negative;chatbot;82;1;DETRACTOR;0;0;Grupo G,Grupo A,Grupo C;3;3;Grupo C;Transaction Error
CASE-1513;2023-09-26;2023-09-24;2023-09-01;Phone support made me feel confident about my banking.;positive;positive;email;427;4;PROMOTER;1;1;Grupo J,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-1906;2023-06-17;2023-06-11;2023-06-01;The phone team was rude and hung up on me.;negative;negative;email;4282;2;DETRACTOR;0;0;Grupo A,Grupo J,Grupo J,Grupo I;3;4;Grupo I;General Inquiry
CASE-1206;2024-02-27;2024-02-25;2024-02-01;Email support was excellent and very responsive.;positive;positive;email;233;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-1968;2023-12-13;2023-12-10;2023-12-01;Phone support was awful, they ignored my problem.;negative;negative;phone;46;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Card Issues
CASE-1761;2025-09-18;2025-09-14;2025-09-01;Phone support was outstanding and very helpful.;positive;positive;email;117;4;PROMOTER;1;1;Grupo H,Grupo I;2;2;Grupo I;Card Issues
CASE-1604;2025-12-06;2025-11-30;2025-12-01;The chatbot gave me incorrect balance info.;negative;negative;phone;215;2;DETRACTOR;0;1;Grupo F,Grupo F,Grupo F,Grupo J,Grupo J;2;5;Grupo J;Loan Inquiry
CASE-1983;2023-10-04;2023-10-01;2023-10-01;The phone agent was okay, did the job.;neutral;neutral;chatbot;15;4;PROMOTER;0;1;Grupo A,Grupo F,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-1006;2024-09-13;2024-09-08;2024-09-01;Phone support was decent, got the job done.;neutral;neutral;email;766;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-1258;2023-02-18;2023-02-12;2023-02-01;Email support was amazing, they responded right away.;positive;positive;email;72;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1588;2023-03-16;2023-03-12;2023-03-01;Phone support was efficient and solved my problem fast.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1418;2025-01-20;2025-01-19;2025-01-01;Email support was fine, met my expectations.;neutral;neutral;phone;28;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-1810;2023-11-30;2023-11-26;2023-11-01;Phone support handled my transfer request flawlessly.;positive;positive;phone;8;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Account Setup
CASE-1444;2023-07-26;2023-07-23;2023-07-01;Email support took a week to reply, ridiculous!;negative;negative;phone;102;1;DETRACTOR;0;0;Grupo G,Grupo F,Grupo F,Grupo B;3;4;Grupo B;Login Problems
CASE-1806;2025-08-31;2025-08-31;2025-08-01;Email support was fast and fixed my login issue.;positive;positive;email;94;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;General Inquiry
CASE-1885;2024-01-27;2024-01-21;2024-01-01;Phone support was average, got my issue fixed.;neutral;neutral;email;3682;3;DETRACTOR;0;0;Grupo B,Grupo J,Grupo F,Grupo D;4;4;Grupo D;Account Setup
CASE-1234;2023-01-08;2023-01-08;2023-01-01;The phone agent was so patient with my account setup.;positive;positive;email;336;5;PROMOTER;1;1;Grupo E,Grupo D;2;2;Grupo D;Card Issues
CASE-1877;2023-02-20;2023-02-19;2023-02-01;Phone support was outstanding and very helpful.;positive;positive;phone;11;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-1024;2024-10-08;2024-10-06;2024-10-01;The phone agent was patient and solved my problem.;positive;positive;email;365;4;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Card Issues
CASE-1064;2023-02-20;2023-02-19;2023-02-01;The chatbot gave me wrong payment instructions.;negative;negative;chatbot;44;2;DETRACTOR;0;0;Grupo E,Grupo F,Grupo J;3;3;Grupo J;Transaction Error
CASE-1526;2023-05-26;2023-05-21;2023-05-01;Phone support was amazing, they handled my complaint well.;positive;positive;email;209;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1997;2025-11-02;2025-11-02;2025-11-01;The chatbot couldn’t process my balance request.;negative;negative;chatbot;14;2;DETRACTOR;0;0;Grupo J;1;1;Grupo J;Transaction Error
CASE-1509;2025-01-12;2025-01-12;2025-01-01;The chatbot was okay, assisted me eventually.;neutral;neutral;email;1329;3;DETRACTOR;1;1;Grupo D,Grupo E,Grupo F;3;3;Grupo F;Payment Issues
CASE-1533;2023-06-12;2023-06-11;2023-06-01;The chatbot quickly helped me reset my password.;positive;positive;email;219;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-1394;2024-05-18;2024-05-12;2024-05-01;The chatbot was decent with my payment request.;neutral;neutral;email;1832;4;PROMOTER;0;0;Grupo A,Grupo D;2;2;Grupo D;Payment Issues
CASE-1178;2025-06-13;2025-06-08;2025-06-01;The phone team was neutral, solved my issue.;neutral;neutral;chatbot;9;3;DETRACTOR;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-1793;2024-08-19;2024-08-18;2024-08-01;Email support was slow and totally useless.;negative;negative;chatbot;16;2;DETRACTOR;0;0;Grupo B,Grupo D,Grupo A,Grupo B;3;4;Grupo B;General Inquiry
CASE-1993;2023-06-10;2023-06-04;2023-06-01;Email support exceeded my expectations with their quick reply.;positive;positive;email;147;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Fees Inquiry
CASE-1989;2025-05-25;2025-05-25;2025-05-01;The chatbot gave me incorrect balance info.;negative;negative;email;3266;2;DETRACTOR;0;0;Grupo H,Grupo D,Grupo B,Grupo C,Grupo F;5;5;Grupo F;Transaction Error
CASE-1781;2025-10-07;2025-10-05;2025-10-01;Phone support was outstanding and very helpful.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-1073;2024-07-10;2024-07-07;2024-07-01;The chatbot gave me nonsense answers all the time.;negative;negative;chatbot;117;1;DETRACTOR;0;0;Grupo G,Grupo D,Grupo I,Grupo C,Grupo G;4;5;Grupo G;Login Problems
CASE-1833;2023-01-06;2023-01-01;2023-01-01;The chatbot gave me wrong loan terms info.;negative;negative;email;3861;2;DETRACTOR;0;1;Grupo A,Grupo A,Grupo F,Grupo F,Grupo C;3;5;Grupo C;Transaction Error
